00ROPC9999BOVESPA 99992016090520160905                                                                                                                          
01BRFS        ON      NM201609191724000080BRFSU53     000000010000000005329000000000000000000000000000000000000000008300000000000008300000000300000021162ACN    
01BRFS  FM    ON      NM201609191422000080BRFSU23     000000010000000005279000000000000000000000000000000000000000154000000000000154000000000200000011162ACN    
01BRFS  FM    ON      NM201609191732000080BRFSU54     000000010000000005429000000000000000000000000000000000000000002000000000000002000000000200000021162ACN    
01BRIN        ON      NM201609190175000080BRINU64     000000010000000002425000000000000000000000000000000000000000035000000000000035000000000100000011112ACN    
01BRIN        ON      NM201609190094000080BRINU55     000000010000000002550000000000000000000000000000000000000000035000000000000035000000000100000011112ACN    
01BRKM        PNA     N1201609191279000080BRKMU76     000000010000000001549000000000000000000000000025000000000000000100000000000025100000000100000021122ACN    
01BRKM        PNA     N1201609191287000080BRKMU19     000000010000000001774000000000000000000000000025000000000000000000000000000025000000000100000011122ACN    
01BRML        ON      NM201609190574000080BRMLU72     000000010000000001202000000000000000000000000082800000000000054100000000000136900000000200000041092ACN    
01BRML        ON      NM201609190922000080BRMLU62     000000010000000001252000000000000000000000000130000000000000025000000000000155000000000300000021092ACN    
01BRML        ON      NM201609190310000080BRMLU43     000000010000000001377000000000000000000000000000000000000000000100000000000000100000000100000011092ACN    
01BRML  FM    ON      NM201609190507000080BRMLU61     000000010000000001177000000000000000000000000130000000000000025000000000000155000000000200000021092ACN    
01BRML  FM    ON      NM201609190515000080BRMLU52     000000010000000001227000000000000000000000000000000000000000031000000000000031000000000100000011092ACN    
01BRML  FM    ON      NM201609190299000080BRMLU42     000000010000000001277000000000000000000000000050900000000000607400000000000658300000000400000091092ACN    
01BRML  FM    ON      NM201609190302000080BRMLU13     000000010000000001327000000000000000000000000000000000000000000700000000000000700000000100000031092ACN    
01BVMF        ON      NM201609190981000080BVMFU61     000000010000000001107000000000000000000000000050000000000000000000000000000050000000000100000011362ACN    
01BVMF        ON      NM201609191465000080BVMFU12     000000010000000001182000000000000000000000000055000000000000000000000000000055000000000100000011362ACN    
01BVMF        ON      NM201609190990000080BVMFU13     000000010000000001282000000000000000000000000050000000000000000000000000000050000000000100000011362ACN    
01BVMF        ON      NM201609191473000080BVMFU44     000000010000000001432000000000000000000000000096200000000000000000000000000096200000000200000021362ACN    
01BVMF        ON      NM201609192100000080BVMFU86     000000010000000001607000000000000000000000000021100000000000007200000000000028300000000500000061362ACN    
01BVMF        ON      NM201609191481000080BVMFU66     000000010000000001657000000000000000000000000000000000000000021800000000000021800000000300000061362ACN    
01BVMF        ON      NM201609192119000080BVMFU89     000000010000000001957000000000000000000000000000000000000000002000000000000002000000000100000011362ACN    
01BVMF        ON      NM201609190094000080BVMFU15     000000010000000001532000000000000000000000000576200000000000896500000000001472700000000500000041372ACN    
01BVMF        ON      NM201609190116000080BVMFU16     000000010000000001632000000000000000000000000141400000000000035200000000000176600000000600000141372ACN    
01BVMF        ON      NM201609190965000080BVMFU67     000000010000000001707000000000000000000000000056300000000000013700000000000070000000000600000101372ACN    
01BVMF        ON      NM201609190973000080BVMFU68     000000010000000001807000000000000000000000000022000000000000060900000000000082900000000500000171372ACN    
01BVMF        ON      NM201609191341000080BVMFU78     000000010000000001857000000000000000000000000000000000000000036000000000000036000000000300000041372ACN    
01BVMF        ON      NM201609190167000080BVMFU48     000000010000000001882000000000000000000000000029900000000000066300000000000096200000000700000141372ACN    
01BVMF        ON      NM201609191333000080BVMFU79     000000010000000001907000000000000000000000000000500000000000000500000000000001000000000100000021372ACN    
01BVMF        ON      NM201609190175000080BVMFU19     000000010000000001932000000000000000000000000073800000000000038800000000000112600000000800000071372ACN    
01BVMF        ON      NM201609190183000080BVMFU49     000000010000000001982000000000000000000000000000000000000000105200000000000105200000000300000071372ACN    
01BVMF        ON      NM201609190892000080BVMFU80     000000010000000002007000000000000000000000000005000000000000002500000000000007500000000200000031372ACN    
01BVMF        ON      NM201609190191000080BVMFU20     000000010000000002032000000000000000000000000000000000000000005000000000000005000000000200000011372ACN    
01BVMF        ON      NM201609190205000080BVMFU50     000000010000000002082000000000000000000000000004500000000000003000000000000007500000000100000021372ACN    
01BVMF        ON      NM201609190213000080BVMFU21     000000010000000002132000000000000000000000000000000000000000002000000000000002000000000100000011372ACN    
01BVMF        ON      NM201609190221000080BVMFU51     000000010000000002182000000000000000000000000000000000000000001500000000000001500000000200000011372ACN    
01BVMF  FM    ON      NM201609190124000080BVMFU46     000000010000000001682000000000000000000000000189800000000000015900000000000205700000000600000161372ACN    
